from,to,val
OvidPerl,perlfoundation,1
OvidPerl,vmbrasseur,1
OvidPerl,TimToady,1
OvidPerl,brian_d_foy,1
OvidPerl,briandfoy_perl,1
OvidPerl,novapatch,1
OvidPerl,PlanetPerl,1
OvidPerl,pghpw,1
OvidPerl,houseabsolute,1
OvidPerl,sfperlmongers,1
OvidPerl,ribasushi,1
OvidPerl,PerlDancer,1
OvidPerl,mjdominus,1
OvidPerl,neilbowers,1
OvidPerl,metacpan,1
OvidPerl,perlironman,1
OvidPerl,culturedperl,1
OvidPerl,Ptolemarch,1
OvidPerl,YAPCNA,1
OvidPerl,PerlWeekly,1
OvidPerl,yapceu,1
OvidPerl,joelaberger,1
OvidPerl,stevanlittle,1
OvidPerl,shadow_dot_cat,1
OvidPerl,markjgardner,1
OvidPerl,PerlRick,1
OvidPerl,PerlSawyer,1
OvidPerl,PerlTricks,1
OvidPerl,ThePerlShop,1
OvidPerl,BuiltinPerl,1
OvidPerl,rperlcompiler,1
OvidPerl,RepOfCoders,1
timbunce,theory,1
timbunce,perigrin,1
timbunce,gnat,1
timbunce,AndyArmstrong,1
timbunce,schwern,1
timbunce,perlbuzz,1
timbunce,keiosu,1
timbunce,allisonrandal,1
timbunce,missbarbell,1
timbunce,frioux,1
timbunce,xdg,1
timbunce,dbix_class,1
timbunce,perlfoundation,1
timbunce,vmbrasseur,1
timbunce,TimToady,1
timbunce,briandfoy_perl,1
timbunce,PlanetPerl,1
timbunce,shadowcat_mst,1
timbunce,houseabsolute,1
timbunce,ribasushi,1
timbunce,neilbowers,1
timbunce,metacpan,1
timbunce,culturedperl,1
timbunce,YAPCNA,1
timbunce,PerlWeekly,1
timbunce,stevanlittle,1
timbunce,PerlSawyer,1
timbunce,PerlTricks,1
timbunce,PerlDaily,1
timbunce,cpantesters,1
allisonrandal,davorg,1
allisonrandal,theory,1
allisonrandal,miyagawa,1
allisonrandal,gnat,1
allisonrandal,pjf,1
allisonrandal,pdcawley,1
allisonrandal,brianwisti,1
allisonrandal,aaroncrane,1
allisonrandal,keiosu,1
allisonrandal,OvidPerl,1
allisonrandal,timbunce,1
allisonrandal,missbarbell,1
allisonrandal,chromatic_x,1
allisonrandal,Reini_Urban,1
allisonrandal,szabgab,1
allisonrandal,shadowcat_mdk,1
allisonrandal,vmbrasseur,1
allisonrandal,TimToady,1
allisonrandal,mjdominus,1
missbarbell,davorg,1
missbarbell,theory,1
missbarbell,miyagawa,1
missbarbell,genehack,1
missbarbell,perigrin,1
missbarbell,AndyArmstrong,1
missbarbell,schwern,1
missbarbell,pjf,1
missbarbell,pdcawley,1
missbarbell,aaroncrane,1
missbarbell,perlbuzz,1
missbarbell,keiosu,1
missbarbell,OvidPerl,1
missbarbell,timbunce,1
missbarbell,allisonrandal,1
missbarbell,leon_timmermans,1
missbarbell,xdg,1
missbarbell,szabgab,1
missbarbell,preaction,1
missbarbell,olafalders,1
missbarbell,shadowcat_mdk,1
missbarbell,perlfoundation,1
missbarbell,TimToady,1
missbarbell,shadowcat_mst,1
missbarbell,houseabsolute,1
missbarbell,neilbowers,1
missbarbell,metacpan,1
missbarbell,PerlWeekly,1
missbarbell,yapceu,1
missbarbell,joelaberger,1
missbarbell,stevanlittle,1
missbarbell,PerlSawyer,1
missbarbell,PerlTricks,1
missbarbell,cpantesters,1
sheeshee,theory,1
sheeshee,genehack,1
sheeshee,brianwisti,1
sheeshee,aaroncrane,1
sheeshee,OvidPerl,1
sheeshee,preaction,1
sheeshee,rabcyr,1
sheeshee,olafalders,1
sheeshee,TimToady,1
sheeshee,novapatch,1
sheeshee,shadowcat_mst,1
sheeshee,neilbowers,1
sheeshee,metacpan,1
sheeshee,culturedperl,1
sheeshee,Ptolemarch,1
sheeshee,yapceu,1
sheeshee,stevanlittle,1
sheeshee,PerlSawyer,1
sheeshee,PerlTricks,1
sheeshee,pwb712,1
rsrchboy,petdance,1
rsrchboy,merlyn,1
rsrchboy,miyagawa,1
rsrchboy,genehack,1
rsrchboy,ingydotnet,1
rsrchboy,perigrin,1
rsrchboy,sartak,1
rsrchboy,schwern,1
rsrchboy,pjf,1
rsrchboy,pdcawley,1
rsrchboy,perlbuzz,1
rsrchboy,thaljef,1
rsrchboy,timbunce,1
rsrchboy,missbarbell,1
rsrchboy,kraih,1
rsrchboy,chromatic_x,1
rsrchboy,perlcritic,1
rsrchboy,xdg,1
rsrchboy,szabgab,1
rsrchboy,preaction,1
rsrchboy,olafalders,1
rsrchboy,dbix_class,1
rsrchboy,shadowcat_mdk,1
rsrchboy,perlfoundation,1
rsrchboy,vmbrasseur,1
rsrchboy,TimToady,1
rsrchboy,novapatch,1
rsrchboy,PlanetPerl,1
rsrchboy,shadowcat_mst,1
rsrchboy,houseabsolute,1
rsrchboy,sfperlmongers,1
rsrchboy,ribasushi,1
rsrchboy,mjdominus,1
rsrchboy,neilbowers,1
rsrchboy,metacpan,1
rsrchboy,perlironman,1
rsrchboy,culturedperl,1
rsrchboy,YAPCNA,1
rsrchboy,PerlWeekly,1
rsrchboy,stevanlittle,1
rsrchboy,markjgardner,1
rsrchboy,PerlSawyer,1
rsrchboy,iinteractive,1
rsrchboy,PerlTricks,1
rsrchboy,ThePerlShop,1
rsrchboy,PerlDaily,1
rsrchboy,BuiltinPerl,1
rsrchboy,pdxperlmongers,1
rsrchboy,cpantesters,1
kraih,miyagawa,1
kraih,perlbuzz,1
kraih,olafalders,1
kraih,perlfoundation,1
kraih,TimToady,1
kraih,briandfoy_perl,1
kraih,metacpan,1
kraih,perlironman,1
kraih,PerlWeekly,1
kraih,joelaberger,1
kraih,stevanlittle,1
frioux,miyagawa,1
frioux,ingydotnet,1
frioux,perigrin,1
frioux,spazm,1
frioux,brianwisti,1
frioux,timbunce,1
frioux,perlcritic,1
frioux,dbix_class,1
frioux,gizmomathboy,1
frioux,perlfoundation,1
frioux,TimToady,1
frioux,novapatch,1
frioux,ribasushi,1
frioux,mjdominus,1
frioux,tommystanton,1
frioux,metacpan,1
frioux,culturedperl,1
frioux,stevanlittle,1
chromatic_x,perlbuzz,1
chromatic_x,OvidPerl,1
chromatic_x,stevanlittle,1
sinan_unur,petdance,1
sinan_unur,thaljef,1
sinan_unur,xdg,1
sinan_unur,szabgab,1
sinan_unur,pudgenet,1
sinan_unur,perlfoundation,1
sinan_unur,TimToady,1
sinan_unur,briandfoy_perl,1
sinan_unur,metacpan,1
sinan_unur,PerlTricks,1
sinan_unur,cpantesters,1
perlhack,miyagawa,1
perlhack,ingydotnet,1
perlhack,gnat,1
perlhack,brianwisti,1
perlhack,OvidPerl,1
perlhack,timbunce,1
perlhack,chromatic_x,1
perlhack,rabcyr,1
perlhack,TimToady,1
perlhack,mjdominus,1
perlhack,PerlSawyer,1
perlhack,SlackHQ,1
Reini_Urban,davorg,1
Reini_Urban,petdance,1
Reini_Urban,merlyn,1
Reini_Urban,theory,1
Reini_Urban,miyagawa,1
Reini_Urban,ingydotnet,1
Reini_Urban,perigrin,1
Reini_Urban,trg404,1
Reini_Urban,gnat,1
Reini_Urban,AndyArmstrong,1
Reini_Urban,scrottie,1
Reini_Urban,sartak,1
Reini_Urban,schwern,1
Reini_Urban,perlbuzz,1
Reini_Urban,thaljef,1
Reini_Urban,keiosu,1
Reini_Urban,timbunce,1
Reini_Urban,allisonrandal,1
Reini_Urban,missbarbell,1
Reini_Urban,kraih,1
Reini_Urban,chromatic_x,1
Reini_Urban,leon_timmermans,1
Reini_Urban,xdg,1
Reini_Urban,szabgab,1
Reini_Urban,CSJewellPerl,1
Reini_Urban,olafalders,1
Reini_Urban,shadowcat_mdk,1
Reini_Urban,perlfoundation,1
Reini_Urban,TimToady,1
Reini_Urban,brian_d_foy,1
Reini_Urban,briandfoy_perl,1
Reini_Urban,novapatch,1
Reini_Urban,shadowcat_mst,1
Reini_Urban,houseabsolute,1
Reini_Urban,ribasushi,1
Reini_Urban,mjdominus,1
Reini_Urban,neilbowers,1
Reini_Urban,metacpan,1
Reini_Urban,YAPCNA,1
Reini_Urban,PerlWeekly,1
Reini_Urban,yapceu,1
Reini_Urban,joelaberger,1
Reini_Urban,stevanlittle,1
Reini_Urban,shadow_dot_cat,1
Reini_Urban,iinteractive,1
Reini_Urban,PerlTricks,1
Reini_Urban,BuiltinPerl,1
Reini_Urban,perl_mongers,1
Reini_Urban,rperlcompiler,1
PerlStalker,merlyn,1
PerlStalker,sartak,1
PerlStalker,perlbuzz,1
PerlStalker,chromatic_x,1
PerlStalker,briandfoy_perl,1
PerlStalker,PerlDancer,1
perlcritic,petdance,1
perlcritic,sartak,1
perlcritic,schwern,1
perlcritic,thaljef,1
perlcritic,timbunce,1
perlcritic,perlbpbook,1
leon_timmermans,davorg,1
leon_timmermans,miyagawa,1
leon_timmermans,ingydotnet,1
leon_timmermans,perigrin,1
leon_timmermans,AndyArmstrong,1
leon_timmermans,schwern,1
leon_timmermans,sungo,1
leon_timmermans,aaroncrane,1
leon_timmermans,perlbuzz,1
leon_timmermans,OvidPerl,1
leon_timmermans,timbunce,1
leon_timmermans,chromatic_x,1
leon_timmermans,Reini_Urban,1
leon_timmermans,xdg,1
leon_timmermans,shadowcat_mdk,1
leon_timmermans,perlfoundation,1
leon_timmermans,TimToady,1
leon_timmermans,briandfoy_perl,1
leon_timmermans,shadowcat_mst,1
leon_timmermans,houseabsolute,1
leon_timmermans,ribasushi,1
leon_timmermans,mjdominus,1
leon_timmermans,neilbowers,1
leon_timmermans,metacpan,1
leon_timmermans,YAPCNA,1
leon_timmermans,yapceu,1
leon_timmermans,stevanlittle,1
leon_timmermans,PerlSawyer,1
xdg,petdance,1
xdg,theory,1
xdg,miyagawa,1
xdg,ingydotnet,1
xdg,perigrin,1
xdg,AndyArmstrong,1
xdg,pkrumins,1
xdg,spazm,1
xdg,schwern,1
xdg,pjf,1
xdg,pdcawley,1
xdg,aaroncrane,1
xdg,perlbuzz,1
xdg,keiosu,1
xdg,timbunce,1
xdg,allisonrandal,1
xdg,missbarbell,1
xdg,kraih,1
xdg,frioux,1
xdg,chromatic_x,1
xdg,sinan_unur,1
xdg,leon_timmermans,1
xdg,szabgab,1
xdg,rabcyr,1
xdg,olafalders,1
xdg,gizmomathboy,1
xdg,shadowcat_mdk,1
xdg,perlfoundation,1
xdg,vmbrasseur,1
xdg,TimToady,1
xdg,briandfoy_perl,1
xdg,novapatch,1
xdg,shadowcat_mst,1
xdg,houseabsolute,1
xdg,ribasushi,1
xdg,mjdominus,1
xdg,neilbowers,1
xdg,metacpan,1
xdg,perlironman,1
xdg,stevanlittle,1
xdg,PerlSawyer,1
xdg,cpantesters,1
szabgab,merlyn,1
szabgab,aaroncrane,1
szabgab,keiosu,1
szabgab,allisonrandal,1
szabgab,sinan_unur,1
szabgab,xdg,1
szabgab,olafalders,1
szabgab,TimToady,1
szabgab,metacpan,1
szabgab,PerlWeekly,1
szabgab,PerlSawyer,1
kiphampton,petdance,1
kiphampton,miyagawa,1
kiphampton,genehack,1
kiphampton,perigrin,1
kiphampton,trg404,1
kiphampton,gnat,1
kiphampton,sartak,1
kiphampton,pjf,1
kiphampton,sungo,1
kiphampton,pdcawley,1
kiphampton,brianwisti,1
kiphampton,aaroncrane,1
kiphampton,perlbuzz,1
kiphampton,OvidPerl,1
kiphampton,timbunce,1
kiphampton,kraih,1
kiphampton,chromatic_x,1
kiphampton,rabcyr,1
kiphampton,olafalders,1
kiphampton,gizmomathboy,1
kiphampton,shadowcat_mdk,1
kiphampton,vmbrasseur,1
kiphampton,TimToady,1
kiphampton,briandfoy_perl,1
kiphampton,EccentricFlower,1
kiphampton,shadowcat_mst,1
kiphampton,houseabsolute,1
kiphampton,mjdominus,1
kiphampton,metacpan,1
kiphampton,perlironman,1
kiphampton,Ptolemarch,1
kiphampton,YAPCNA,1
kiphampton,stevanlittle,1
kiphampton,PerlSawyer,1
kiphampton,iinteractive,1
kiphampton,perl_mongers,1
pudgenet,ingydotnet,1
pudgenet,gnat,1
pudgenet,pdcawley,1
pudgenet,sinan_unur,1
pudgenet,perlfoundation,1
pudgenet,TimToady,1
pudgenet,briandfoy_perl,1
pudgenet,Ptolemarch,1
preaction,petdance,1
preaction,theory,1
preaction,genehack,1
preaction,ingydotnet,1
preaction,perigrin,1
preaction,scrottie,1
preaction,schwern,1
preaction,pjf,1
preaction,sungo,1
preaction,pdcawley,1
preaction,aaroncrane,1
preaction,perlbuzz,1
preaction,keiosu,1
preaction,OvidPerl,1
preaction,timbunce,1
preaction,missbarbell,1
preaction,chromatic_x,1
preaction,xdg,1
preaction,szabgab,1
preaction,shadowcat_mdk,1
preaction,perlfoundation,1
preaction,vmbrasseur,1
preaction,TimToady,1
preaction,briandfoy_perl,1
preaction,ribasushi,1
preaction,mjdominus,1
preaction,neilbowers,1
preaction,metacpan,1
preaction,Ptolemarch,1
preaction,joelaberger,1
preaction,stevanlittle,1
preaction,PerlSawyer,1
preaction,cpantesters,1
CSJewellPerl,davorg,1
CSJewellPerl,petdance,1
CSJewellPerl,merlyn,1
CSJewellPerl,theory,1
CSJewellPerl,miyagawa,1
CSJewellPerl,ingydotnet,1
CSJewellPerl,perigrin,1
CSJewellPerl,AndyArmstrong,1
CSJewellPerl,perl_api,1
CSJewellPerl,sartak,1
CSJewellPerl,schwern,1
CSJewellPerl,pjf,1
CSJewellPerl,sungo,1
CSJewellPerl,pdcawley,1
CSJewellPerl,aaroncrane,1
CSJewellPerl,perlbuzz,1
CSJewellPerl,thaljef,1
CSJewellPerl,keiosu,1
CSJewellPerl,OvidPerl,1
CSJewellPerl,timbunce,1
CSJewellPerl,allisonrandal,1
CSJewellPerl,missbarbell,1
CSJewellPerl,kraih,1
CSJewellPerl,frioux,1
CSJewellPerl,chromatic_x,1
CSJewellPerl,PerlStalker,1
CSJewellPerl,perlcritic,1
CSJewellPerl,leon_timmermans,1
CSJewellPerl,xdg,1
CSJewellPerl,szabgab,1
CSJewellPerl,perljobs,1
CSJewellPerl,rabcyr,1
CSJewellPerl,olafalders,1
CSJewellPerl,shadowcat_mdk,1
CSJewellPerl,perlfoundation,1
CSJewellPerl,TimToady,1
CSJewellPerl,briandfoy_perl,1
CSJewellPerl,pghpw,1
CSJewellPerl,shadowcat_mst,1
CSJewellPerl,houseabsolute,1
CSJewellPerl,mjdominus,1
CSJewellPerl,metacpan,1
CSJewellPerl,perlironman,1
CSJewellPerl,YAPCNA,1
CSJewellPerl,PerlWeekly,1
CSJewellPerl,stevanlittle,1
CSJewellPerl,PerlSawyer,1
CSJewellPerl,iinteractive,1
CSJewellPerl,PerlTricks,1
CSJewellPerl,BuiltinPerl,1
Yakpi,petdance,1
Yakpi,merlyn,1
Yakpi,friedo,1
Yakpi,miyagawa,1
Yakpi,perigrin,1
Yakpi,john_bokma,1
Yakpi,pdcawley,1
Yakpi,fedward,1
Yakpi,aaroncrane,1
Yakpi,perlbuzz,1
Yakpi,thaljef,1
Yakpi,mnlagrasta,1
Yakpi,keiosu,1
Yakpi,OvidPerl,1
Yakpi,timbunce,1
Yakpi,missbarbell,1
Yakpi,sheeshee,1
Yakpi,rsrchboy,1
Yakpi,kraih,1
Yakpi,chromatic_x,1
Yakpi,Reini_Urban,1
Yakpi,perlcritic,1
Yakpi,xdg,1
Yakpi,szabgab,1
Yakpi,CSJewellPerl,1
Yakpi,olafalders,1
Yakpi,shadowcat_mdk,1
Yakpi,perlfoundation,1
Yakpi,vmbrasseur,1
Yakpi,BostonPM,1
Yakpi,brian_d_foy,1
Yakpi,briandfoy_perl,1
Yakpi,novapatch,1
Yakpi,shadowcat_mst,1
Yakpi,dotandimet,1
Yakpi,houseabsolute,1
Yakpi,sfperlmongers,1
Yakpi,ribasushi,1
Yakpi,SVPerl,1
Yakpi,PerlDancer,1
Yakpi,mjdominus,1
Yakpi,neilbowers,1
Yakpi,tommystanton,1
Yakpi,perlironman,1
Yakpi,Ptolemarch,1
Yakpi,YAPCNA,1
Yakpi,PerlWeekly,1
Yakpi,yapceu,1
Yakpi,joelaberger,1
Yakpi,stevanlittle,1
Yakpi,markjgardner,1
Yakpi,PerlRick,1
Yakpi,PerlSawyer,1
Yakpi,PerlTricks,1
Yakpi,SlackHQ,1
Yakpi,pwb712,1
Yakpi,ThePerlShop,1
Yakpi,PerlDaily,1
Yakpi,BuiltinPerl,1
Yakpi,perl__dp,1
Yakpi,perl_mongers,1
Yakpi,PerlRegex,1
Yakpi,rperlcompiler,1
perljobs,perlfoundation,1
rabcyr,friedo,1
rabcyr,genehack,1
rabcyr,perigrin,1
rabcyr,brianwisti,1
rabcyr,OvidPerl,1
rabcyr,sheeshee,1
rabcyr,xdg,1
rabcyr,kiphampton,1
rabcyr,gizmomathboy,1
rabcyr,vmbrasseur,1
rabcyr,novapatch,1
rabcyr,PerlSawyer,1
olafalders,davorg,1
olafalders,petdance,1
olafalders,merlyn,1
olafalders,friedo,1
olafalders,theory,1
olafalders,miyagawa,1
olafalders,genehack,1
olafalders,ingydotnet,1
olafalders,perigrin,1
olafalders,AndyArmstrong,1
olafalders,john_bokma,1
olafalders,perl_api,1
olafalders,pkrumins,1
olafalders,sartak,1
olafalders,schwern,1
olafalders,pjf,1
olafalders,sungo,1
olafalders,pdcawley,1
olafalders,aaroncrane,1
olafalders,perlbuzz,1
olafalders,thaljef,1
olafalders,keiosu,1
olafalders,OvidPerl,1
olafalders,timbunce,1
olafalders,allisonrandal,1
olafalders,missbarbell,1
olafalders,sheeshee,1
olafalders,rsrchboy,1
olafalders,kraih,1
olafalders,frioux,1
olafalders,chromatic_x,1
olafalders,sinan_unur,1
olafalders,Reini_Urban,1
olafalders,perlcritic,1
olafalders,leon_timmermans,1
olafalders,xdg,1
olafalders,szabgab,1
olafalders,kiphampton,1
olafalders,preaction,1
olafalders,CSJewellPerl,1
olafalders,rabcyr,1
olafalders,dbix_class,1
olafalders,gizmomathboy,1
olafalders,shadowcat_mdk,1
olafalders,perlfoundation,1
olafalders,vmbrasseur,1
olafalders,TimToady,1
olafalders,BostonPM,1
olafalders,brian_d_foy,1
olafalders,briandfoy_perl,1
olafalders,novapatch,1
olafalders,PlanetPerl,1
olafalders,pghpw,1
olafalders,shadowcat_mst,1
olafalders,dotandimet,1
olafalders,houseabsolute,1
olafalders,sfperlmongers,1
olafalders,ribasushi,1
olafalders,SVPerl,1
olafalders,PerlDancer,1
olafalders,mjdominus,1
olafalders,neilbowers,1
olafalders,metacpan,1
olafalders,perlironman,1
olafalders,Ptolemarch,1
olafalders,YAPCNA,1
olafalders,PerlWeekly,1
olafalders,yapceu,1
olafalders,joelaberger,1
olafalders,stevanlittle,1
olafalders,markjgardner,1
olafalders,PerlRick,1
olafalders,PerlSawyer,1
olafalders,iinteractive,1
olafalders,PerlTricks,1
olafalders,pwb712,1
olafalders,ThePerlShop,1
olafalders,PerlDaily,1
olafalders,BuiltinPerl,1
olafalders,cpantesters,1
olafalders,rperlcompiler,1
jbones3000,RegexTip,1
gizmomathboy,miyagawa,1
gizmomathboy,genehack,1
gizmomathboy,perigrin,1
gizmomathboy,trg404,1
gizmomathboy,gnat,1
gizmomathboy,sartak,1
gizmomathboy,pjf,1
gizmomathboy,sungo,1
gizmomathboy,pdcawley,1
gizmomathboy,brianwisti,1
gizmomathboy,OvidPerl,1
gizmomathboy,timbunce,1
gizmomathboy,sheeshee,1
gizmomathboy,frioux,1
gizmomathboy,chromatic_x,1
gizmomathboy,xdg,1
gizmomathboy,kiphampton,1
gizmomathboy,rabcyr,1
gizmomathboy,shadowcat_mdk,1
gizmomathboy,vmbrasseur,1
gizmomathboy,brian_d_foy,1
gizmomathboy,briandfoy_perl,1
gizmomathboy,pghpw,1
gizmomathboy,shadowcat_mst,1
gizmomathboy,PurduePM,1
gizmomathboy,PerlDancer,1
gizmomathboy,mjdominus,1
gizmomathboy,culturedperl,1
gizmomathboy,Ptolemarch,1
gizmomathboy,YAPCNA,1
gizmomathboy,joelaberger,1
gizmomathboy,stevanlittle,1
gizmomathboy,PerlSawyer,1
gizmomathboy,perl_mongers,1
gizmomathboy,Perligata,1
shadowcat_mdk,davorg,1
shadowcat_mdk,petdance,1
shadowcat_mdk,merlyn,1
shadowcat_mdk,friedo,1
shadowcat_mdk,theory,1
shadowcat_mdk,miyagawa,1
shadowcat_mdk,genehack,1
shadowcat_mdk,ingydotnet,1
shadowcat_mdk,perigrin,1
shadowcat_mdk,trg404,1
shadowcat_mdk,gnat,1
shadowcat_mdk,AndyArmstrong,1
shadowcat_mdk,sartak,1
shadowcat_mdk,schwern,1
shadowcat_mdk,pjf,1
shadowcat_mdk,sungo,1
shadowcat_mdk,pdcawley,1
shadowcat_mdk,brianwisti,1
shadowcat_mdk,aaroncrane,1
shadowcat_mdk,perlbuzz,1
shadowcat_mdk,thaljef,1
shadowcat_mdk,keiosu,1
shadowcat_mdk,OvidPerl,1
shadowcat_mdk,timbunce,1
shadowcat_mdk,allisonrandal,1
shadowcat_mdk,missbarbell,1
shadowcat_mdk,sheeshee,1
shadowcat_mdk,rsrchboy,1
shadowcat_mdk,kraih,1
shadowcat_mdk,frioux,1
shadowcat_mdk,chromatic_x,1
shadowcat_mdk,Reini_Urban,1
shadowcat_mdk,perlcritic,1
shadowcat_mdk,leon_timmermans,1
shadowcat_mdk,xdg,1
shadowcat_mdk,szabgab,1
shadowcat_mdk,kiphampton,1
shadowcat_mdk,CSJewellPerl,1
shadowcat_mdk,olafalders,1
shadowcat_mdk,dbix_class,1
shadowcat_mdk,gizmomathboy,1
shadowcat_mdk,perlfoundation,1
shadowcat_mdk,vmbrasseur,1
shadowcat_mdk,TimToady,1
shadowcat_mdk,BostonPM,1
shadowcat_mdk,brian_d_foy,1
shadowcat_mdk,briandfoy_perl,1
shadowcat_mdk,pghpw,1
shadowcat_mdk,shadowcat_mst,1
shadowcat_mdk,houseabsolute,1
shadowcat_mdk,sfperlmongers,1
shadowcat_mdk,ribasushi,1
shadowcat_mdk,SVPerl,1
shadowcat_mdk,PerlDancer,1
shadowcat_mdk,mjdominus,1
shadowcat_mdk,neilbowers,1
shadowcat_mdk,metacpan,1
shadowcat_mdk,perlironman,1
shadowcat_mdk,oss_pl,1
shadowcat_mdk,Ptolemarch,1
shadowcat_mdk,YAPCNA,1
shadowcat_mdk,PerlWeekly,1
shadowcat_mdk,yapceu,1
shadowcat_mdk,joelaberger,1
shadowcat_mdk,stevanlittle,1
shadowcat_mdk,shadow_dot_cat,1
shadowcat_mdk,loltimo,1
shadowcat_mdk,PerlRick,1
shadowcat_mdk,PerlSawyer,1
shadowcat_mdk,iinteractive,1
shadowcat_mdk,PerlTricks,1
shadowcat_mdk,pwb712,1
shadowcat_mdk,ThePerlShop,1
shadowcat_mdk,PerlDaily,1
shadowcat_mdk,BuiltinPerl,1
shadowcat_mdk,cpantesters,1
shadowcat_mdk,perl__dp,1
celogeek,OvidPerl,1
celogeek,TimToady,1
celogeek,shadowcat_mst,1
perlfoundation,davorg,1
perlfoundation,friedo,1
perlfoundation,genehack,1
perlfoundation,ingydotnet,1
perlfoundation,perigrin,1
perlfoundation,trg404,1
perlfoundation,gnat,1
perlfoundation,scrottie,1
perlfoundation,sartak,1
perlfoundation,pjf,1
perlfoundation,sungo,1
perlfoundation,pdcawley,1
perlfoundation,brianwisti,1
perlfoundation,aaroncrane,1
perlfoundation,keiosu,1
perlfoundation,OvidPerl,1
perlfoundation,timbunce,1
perlfoundation,allisonrandal,1
perlfoundation,missbarbell,1
perlfoundation,sheeshee,1
perlfoundation,kraih,1
perlfoundation,chromatic_x,1
perlfoundation,perlcritic,1
perlfoundation,leon_timmermans,1
perlfoundation,xdg,1
perlfoundation,szabgab,1
perlfoundation,kiphampton,1
perlfoundation,CSJewellPerl,1
perlfoundation,olafalders,1
perlfoundation,gizmomathboy,1
perlfoundation,shadowcat_mdk,1
perlfoundation,vmbrasseur,1
perlfoundation,TimToady,1
perlfoundation,brian_d_foy,1
perlfoundation,briandfoy_perl,1
perlfoundation,novapatch,1
perlfoundation,pghpw,1
perlfoundation,shadowcat_mst,1
perlfoundation,houseabsolute,1
perlfoundation,sfperlmongers,1
perlfoundation,mjdominus,1
perlfoundation,neilbowers,1
perlfoundation,metacpan,1
perlfoundation,Ptolemarch,1
perlfoundation,YAPCNA,1
perlfoundation,PerlWeekly,1
perlfoundation,joelaberger,1
perlfoundation,stevanlittle,1
perlfoundation,barcelonapm,1
perlfoundation,shadow_dot_cat,1
perlfoundation,PerlSawyer,1
perlfoundation,PerlTricks,1
perlfoundation,PerlDaily,1
perlfoundation,BuiltinPerl,1
perlfoundation,perl_mongers,1
vmbrasseur,friedo,1
vmbrasseur,theory,1
vmbrasseur,ingydotnet,1
vmbrasseur,perigrin,1
vmbrasseur,trg404,1
vmbrasseur,gnat,1
vmbrasseur,sungo,1
vmbrasseur,pdcawley,1
vmbrasseur,brianwisti,1
vmbrasseur,perlbuzz,1
vmbrasseur,thaljef,1
vmbrasseur,keiosu,1
vmbrasseur,OvidPerl,1
vmbrasseur,timbunce,1
vmbrasseur,allisonrandal,1
vmbrasseur,missbarbell,1
vmbrasseur,rsrchboy,1
vmbrasseur,chromatic_x,1
vmbrasseur,xdg,1
vmbrasseur,szabgab,1
vmbrasseur,kiphampton,1
vmbrasseur,rabcyr,1
vmbrasseur,olafalders,1
vmbrasseur,gizmomathboy,1
vmbrasseur,shadowcat_mdk,1
vmbrasseur,perlfoundation,1
vmbrasseur,TimToady,1
vmbrasseur,briandfoy_perl,1
vmbrasseur,novapatch,1
vmbrasseur,pghpw,1
vmbrasseur,shadowcat_mst,1
vmbrasseur,houseabsolute,1
vmbrasseur,sfperlmongers,1
vmbrasseur,ribasushi,1
vmbrasseur,SVPerl,1
vmbrasseur,mjdominus,1
vmbrasseur,neilbowers,1
vmbrasseur,Ptolemarch,1
vmbrasseur,YAPCNA,1
vmbrasseur,yapceu,1
vmbrasseur,joelaberger,1
vmbrasseur,stevanlittle,1
vmbrasseur,PerlSawyer,1
vmbrasseur,iinteractive,1
vmbrasseur,ThePerlShop,1
vmbrasseur,BuiltinPerl,1
vmbrasseur,pdxperlmongers,1
TimToady,miyagawa,1
TimToady,keiosu,1
TimToady,chromatic_x,1
TimToady,mjdominus,1
maryloulenhart,miyagawa,1
maryloulenhart,keiosu,1
BostonPM,davorg,1
BostonPM,petdance,1
BostonPM,merlyn,1
BostonPM,theory,1
BostonPM,ingydotnet,1
BostonPM,perigrin,1
BostonPM,gnat,1
BostonPM,aaroncrane,1
BostonPM,perlbuzz,1
BostonPM,thaljef,1
BostonPM,OvidPerl,1
BostonPM,timbunce,1
BostonPM,allisonrandal,1
BostonPM,missbarbell,1
BostonPM,sheeshee,1
BostonPM,kraih,1
BostonPM,frioux,1
BostonPM,chromatic_x,1
BostonPM,perlcritic,1
BostonPM,leon_timmermans,1
BostonPM,xdg,1
BostonPM,szabgab,1
BostonPM,Yakpi,1
BostonPM,olafalders,1
BostonPM,dbix_class,1
BostonPM,shadowcat_mdk,1
BostonPM,perlfoundation,1
BostonPM,vmbrasseur,1
BostonPM,TimToady,1
BostonPM,brian_d_foy,1
BostonPM,briandfoy_perl,1
BostonPM,novapatch,1
BostonPM,pghpw,1
BostonPM,shadowcat_mst,1
BostonPM,houseabsolute,1
BostonPM,sfperlmongers,1
BostonPM,PurduePM,1
BostonPM,PerlDancer,1
BostonPM,mjdominus,1
BostonPM,neilbowers,1
BostonPM,metacpan,1
BostonPM,perlironman,1
BostonPM,Ptolemarch,1
BostonPM,YAPCNA,1
BostonPM,PerlWeekly,1
BostonPM,yapceu,1
BostonPM,stevanlittle,1
BostonPM,barcelonapm,1
BostonPM,PerlRick,1
BostonPM,PerlSawyer,1
BostonPM,PerlTricks,1
BostonPM,PerlDaily,1
BostonPM,BuiltinPerl,1
